continent,country_code,country_name,level1_name,level1_type,level2_name,level2_type,level3_name,level3_type,name,type,parent_name,parent_type,parent_slug,parent_import_key,display_name,slug,import_key,leaf_level,leaf_code,leaf_type,path
Asia,AM,Republic of Armenia,Geġark'unik',Region,,,,,Geġark'unik',Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Geġark'unik', Republic of Armenia, Asia",asia/republic-of-armenia/gegarkunik,AM::AM-GR::1::gegarkunik::asia::republic-of-armenia::gegarkunik,1,AM-GR,Region,Asia > Republic of Armenia > Geġark'unik'
Asia,AM,Republic of Armenia,Kotayk',Region,,,,,Kotayk',Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Kotayk', Republic of Armenia, Asia",asia/republic-of-armenia/kotayk,AM::AM-KT::1::kotayk::asia::republic-of-armenia::kotayk,1,AM-KT,Region,Asia > Republic of Armenia > Kotayk'
Asia,AM,Republic of Armenia,Loṙi,Region,,,,,Loṙi,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Loṙi, Republic of Armenia, Asia",asia/republic-of-armenia/lori,AM::AM-LO::1::lori::asia::republic-of-armenia::lori,1,AM-LO,Region,Asia > Republic of Armenia > Loṙi
Asia,AM,Republic of Armenia,Širak,Region,,,,,Širak,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Širak, Republic of Armenia, Asia",asia/republic-of-armenia/sirak,AM::AM-SH::1::sirak::asia::republic-of-armenia::sirak,1,AM-SH,Region,Asia > Republic of Armenia > Širak
Asia,AM,Republic of Armenia,Syunik',Region,,,,,Syunik',Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Syunik', Republic of Armenia, Asia",asia/republic-of-armenia/syunik,AM::AM-SU::1::syunik::asia::republic-of-armenia::syunik,1,AM-SU,Region,Asia > Republic of Armenia > Syunik'
Asia,AM,Republic of Armenia,Tavuš,Region,,,,,Tavuš,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Tavuš, Republic of Armenia, Asia",asia/republic-of-armenia/tavus,AM::AM-TV::1::tavus::asia::republic-of-armenia::tavus,1,AM-TV,Region,Asia > Republic of Armenia > Tavuš
Asia,AM,Republic of Armenia,Vayoć Jor,Region,,,,,Vayoć Jor,Region,Republic of Armenia,country,asia/republic-of-armenia,AM::country,"Vayoć Jor, Republic of Armenia, Asia",asia/republic-of-armenia/vayoc-jor,AM::AM-VD::1::vayoc-jor::asia::republic-of-armenia::vayoc-jor,1,AM-VD,Region,Asia > Republic of Armenia > Vayoć Jor
Africa,AO,Republic of Angola,Bengo,Province,,,,,Bengo,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Bengo, Republic of Angola, Africa",africa/republic-of-angola/bengo,AO::AO-BGO::1::bengo::africa::republic-of-angola::bengo,1,AO-BGO,Province,Africa > Republic of Angola > Bengo
Africa,AO,Republic of Angola,Benguela,Province,,,,,Benguela,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Benguela, Republic of Angola, Africa",africa/republic-of-angola/benguela,AO::AO-BGU::1::benguela::africa::republic-of-angola::benguela,1,AO-BGU,Province,Africa > Republic of Angola > Benguela
Africa,AO,Republic of Angola,Bié,Province,,,,,Bié,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Bié, Republic of Angola, Africa",africa/republic-of-angola/bie,AO::AO-BIE::1::bie::africa::republic-of-angola::bie,1,AO-BIE,Province,Africa > Republic of Angola > Bié
Africa,AO,Republic of Angola,Cabinda,Province,,,,,Cabinda,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Cabinda, Republic of Angola, Africa",africa/republic-of-angola/cabinda,AO::AO-CAB::1::cabinda::africa::republic-of-angola::cabinda,1,AO-CAB,Province,Africa > Republic of Angola > Cabinda
Africa,AO,Republic of Angola,Cuando Cubango,Province,,,,,Cuando Cubango,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Cuando Cubango, Republic of Angola, Africa",africa/republic-of-angola/cuando-cubango,AO::AO-CCU::1::cuando-cubango::africa::republic-of-angola::cuando-cubango,1,AO-CCU,Province,Africa > Republic of Angola > Cuando Cubango
Africa,AO,Republic of Angola,Cunene,Province,,,,,Cunene,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Cunene, Republic of Angola, Africa",africa/republic-of-angola/cunene,AO::AO-CNN::1::cunene::africa::republic-of-angola::cunene,1,AO-CNN,Province,Africa > Republic of Angola > Cunene
Africa,AO,Republic of Angola,Cuanza-Norte,Province,,,,,Cuanza-Norte,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Cuanza-Norte, Republic of Angola, Africa",africa/republic-of-angola/cuanza-norte,AO::AO-CNO::1::cuanza-norte::africa::republic-of-angola::cuanza-norte,1,AO-CNO,Province,Africa > Republic of Angola > Cuanza-Norte
Africa,AO,Republic of Angola,Cuanza-Sul,Province,,,,,Cuanza-Sul,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Cuanza-Sul, Republic of Angola, Africa",africa/republic-of-angola/cuanza-sul,AO::AO-CUS::1::cuanza-sul::africa::republic-of-angola::cuanza-sul,1,AO-CUS,Province,Africa > Republic of Angola > Cuanza-Sul
Africa,AO,Republic of Angola,Huambo,Province,,,,,Huambo,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Huambo, Republic of Angola, Africa",africa/republic-of-angola/huambo,AO::AO-HUA::1::huambo::africa::republic-of-angola::huambo,1,AO-HUA,Province,Africa > Republic of Angola > Huambo
Africa,AO,Republic of Angola,Huíla,Province,,,,,Huíla,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Huíla, Republic of Angola, Africa",africa/republic-of-angola/huila,AO::AO-HUI::1::huila::africa::republic-of-angola::huila,1,AO-HUI,Province,Africa > Republic of Angola > Huíla
Africa,AO,Republic of Angola,Lunda-Norte,Province,,,,,Lunda-Norte,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Lunda-Norte, Republic of Angola, Africa",africa/republic-of-angola/lunda-norte,AO::AO-LNO::1::lunda-norte::africa::republic-of-angola::lunda-norte,1,AO-LNO,Province,Africa > Republic of Angola > Lunda-Norte
Africa,AO,Republic of Angola,Lunda-Sul,Province,,,,,Lunda-Sul,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Lunda-Sul, Republic of Angola, Africa",africa/republic-of-angola/lunda-sul,AO::AO-LSU::1::lunda-sul::africa::republic-of-angola::lunda-sul,1,AO-LSU,Province,Africa > Republic of Angola > Lunda-Sul
Africa,AO,Republic of Angola,Luanda,Province,,,,,Luanda,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Luanda, Republic of Angola, Africa",africa/republic-of-angola/luanda,AO::AO-LUA::1::luanda::africa::republic-of-angola::luanda,1,AO-LUA,Province,Africa > Republic of Angola > Luanda
Africa,AO,Republic of Angola,Malange,Province,,,,,Malange,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Malange, Republic of Angola, Africa",africa/republic-of-angola/malange,AO::AO-MAL::1::malange::africa::republic-of-angola::malange,1,AO-MAL,Province,Africa > Republic of Angola > Malange
Africa,AO,Republic of Angola,Moxico,Province,,,,,Moxico,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Moxico, Republic of Angola, Africa",africa/republic-of-angola/moxico,AO::AO-MOX::1::moxico::africa::republic-of-angola::moxico,1,AO-MOX,Province,Africa > Republic of Angola > Moxico
Africa,AO,Republic of Angola,Namibe,Province,,,,,Namibe,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Namibe, Republic of Angola, Africa",africa/republic-of-angola/namibe,AO::AO-NAM::1::namibe::africa::republic-of-angola::namibe,1,AO-NAM,Province,Africa > Republic of Angola > Namibe
Africa,AO,Republic of Angola,Uíge,Province,,,,,Uíge,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Uíge, Republic of Angola, Africa",africa/republic-of-angola/uige,AO::AO-UIG::1::uige::africa::republic-of-angola::uige,1,AO-UIG,Province,Africa > Republic of Angola > Uíge
Africa,AO,Republic of Angola,Zaire,Province,,,,,Zaire,Province,Republic of Angola,country,africa/republic-of-angola,AO::country,"Zaire, Republic of Angola, Africa",africa/republic-of-angola/zaire,AO::AO-ZAI::1::zaire::africa::republic-of-angola::zaire,1,AO-ZAI,Province,Africa > Republic of Angola > Zaire
,AQ,Antarctica,,,,,,,Antarctica,country,,,,,Antarctica,antarctica,AQ::country,0,,,Antarctica
South America,AR,Argentine Republic,Salta,Province,,,,,Salta,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Salta, Argentine Republic, South America",south-america/argentine-republic/salta,AR::AR-A::1::salta::south-america::argentine-republic::salta,1,AR-A,Province,South America > Argentine Republic > Salta
South America,AR,Argentine Republic,Buenos Aires,Province,,,,,Buenos Aires,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Buenos Aires, Argentine Republic, South America",south-america/argentine-republic/buenos-aires,AR::AR-B::1::buenos-aires::south-america::argentine-republic::buenos-aires,1,AR-B,Province,South America > Argentine Republic > Buenos Aires
South America,AR,Argentine Republic,Ciudad Autónoma de Buenos Aires,City,,,,,Ciudad Autónoma de Buenos Aires,City,Argentine Republic,country,south-america/argentine-republic,AR::country,"Ciudad Autónoma de Buenos Aires, Argentine Republic, South America",south-america/argentine-republic/ciudad-autonoma-de-buenos-aires,AR::AR-C::1::ciudad-autonoma-de-buenos-aires::south-america::argentine-republic::ciudad-autonoma-de-buenos-aires,1,AR-C,City,South America > Argentine Republic > Ciudad Autónoma de Buenos Aires
South America,AR,Argentine Republic,San Luis,Province,,,,,San Luis,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"San Luis, Argentine Republic, South America",south-america/argentine-republic/san-luis,AR::AR-D::1::san-luis::south-america::argentine-republic::san-luis,1,AR-D,Province,South America > Argentine Republic > San Luis
South America,AR,Argentine Republic,Entre Ríos,Province,,,,,Entre Ríos,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Entre Ríos, Argentine Republic, South America",south-america/argentine-republic/entre-rios,AR::AR-E::1::entre-rios::south-america::argentine-republic::entre-rios,1,AR-E,Province,South America > Argentine Republic > Entre Ríos
South America,AR,Argentine Republic,La Rioja,Province,,,,,La Rioja,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"La Rioja, Argentine Republic, South America",south-america/argentine-republic/la-rioja,AR::AR-F::1::la-rioja::south-america::argentine-republic::la-rioja,1,AR-F,Province,South America > Argentine Republic > La Rioja
South America,AR,Argentine Republic,Santiago del Estero,Province,,,,,Santiago del Estero,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Santiago del Estero, Argentine Republic, South America",south-america/argentine-republic/santiago-del-estero,AR::AR-G::1::santiago-del-estero::south-america::argentine-republic::santiago-del-estero,1,AR-G,Province,South America > Argentine Republic > Santiago del Estero
South America,AR,Argentine Republic,Chaco,Province,,,,,Chaco,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Chaco, Argentine Republic, South America",south-america/argentine-republic/chaco,AR::AR-H::1::chaco::south-america::argentine-republic::chaco,1,AR-H,Province,South America > Argentine Republic > Chaco
South America,AR,Argentine Republic,San Juan,Province,,,,,San Juan,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"San Juan, Argentine Republic, South America",south-america/argentine-republic/san-juan,AR::AR-J::1::san-juan::south-america::argentine-republic::san-juan,1,AR-J,Province,South America > Argentine Republic > San Juan
South America,AR,Argentine Republic,Catamarca,Province,,,,,Catamarca,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Catamarca, Argentine Republic, South America",south-america/argentine-republic/catamarca,AR::AR-K::1::catamarca::south-america::argentine-republic::catamarca,1,AR-K,Province,South America > Argentine Republic > Catamarca
South America,AR,Argentine Republic,La Pampa,Province,,,,,La Pampa,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"La Pampa, Argentine Republic, South America",south-america/argentine-republic/la-pampa,AR::AR-L::1::la-pampa::south-america::argentine-republic::la-pampa,1,AR-L,Province,South America > Argentine Republic > La Pampa
South America,AR,Argentine Republic,Mendoza,Province,,,,,Mendoza,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Mendoza, Argentine Republic, South America",south-america/argentine-republic/mendoza,AR::AR-M::1::mendoza::south-america::argentine-republic::mendoza,1,AR-M,Province,South America > Argentine Republic > Mendoza
South America,AR,Argentine Republic,Misiones,Province,,,,,Misiones,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Misiones, Argentine Republic, South America",south-america/argentine-republic/misiones,AR::AR-N::1::misiones::south-america::argentine-republic::misiones,1,AR-N,Province,South America > Argentine Republic > Misiones
South America,AR,Argentine Republic,Formosa,Province,,,,,Formosa,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Formosa, Argentine Republic, South America",south-america/argentine-republic/formosa,AR::AR-P::1::formosa::south-america::argentine-republic::formosa,1,AR-P,Province,South America > Argentine Republic > Formosa
South America,AR,Argentine Republic,Neuquén,Province,,,,,Neuquén,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Neuquén, Argentine Republic, South America",south-america/argentine-republic/neuquen,AR::AR-Q::1::neuquen::south-america::argentine-republic::neuquen,1,AR-Q,Province,South America > Argentine Republic > Neuquén
South America,AR,Argentine Republic,Río Negro,Province,,,,,Río Negro,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Río Negro, Argentine Republic, South America",south-america/argentine-republic/rio-negro,AR::AR-R::1::rio-negro::south-america::argentine-republic::rio-negro,1,AR-R,Province,South America > Argentine Republic > Río Negro
South America,AR,Argentine Republic,Santa Fe,Province,,,,,Santa Fe,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Santa Fe, Argentine Republic, South America",south-america/argentine-republic/santa-fe,AR::AR-S::1::santa-fe::south-america::argentine-republic::santa-fe,1,AR-S,Province,South America > Argentine Republic > Santa Fe
South America,AR,Argentine Republic,Tucumán,Province,,,,,Tucumán,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Tucumán, Argentine Republic, South America",south-america/argentine-republic/tucuman,AR::AR-T::1::tucuman::south-america::argentine-republic::tucuman,1,AR-T,Province,South America > Argentine Republic > Tucumán
South America,AR,Argentine Republic,Chubut,Province,,,,,Chubut,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Chubut, Argentine Republic, South America",south-america/argentine-republic/chubut,AR::AR-U::1::chubut::south-america::argentine-republic::chubut,1,AR-U,Province,South America > Argentine Republic > Chubut
South America,AR,Argentine Republic,Tierra del Fuego,Province,,,,,Tierra del Fuego,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Tierra del Fuego, Argentine Republic, South America",south-america/argentine-republic/tierra-del-fuego,AR::AR-V::1::tierra-del-fuego::south-america::argentine-republic::tierra-del-fuego,1,AR-V,Province,South America > Argentine Republic > Tierra del Fuego
South America,AR,Argentine Republic,Corrientes,Province,,,,,Corrientes,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Corrientes, Argentine Republic, South America",south-america/argentine-republic/corrientes,AR::AR-W::1::corrientes::south-america::argentine-republic::corrientes,1,AR-W,Province,South America > Argentine Republic > Corrientes
South America,AR,Argentine Republic,Córdoba,Province,,,,,Córdoba,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Córdoba, Argentine Republic, South America",south-america/argentine-republic/cordoba,AR::AR-X::1::cordoba::south-america::argentine-republic::cordoba,1,AR-X,Province,South America > Argentine Republic > Córdoba
South America,AR,Argentine Republic,Jujuy,Province,,,,,Jujuy,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Jujuy, Argentine Republic, South America",south-america/argentine-republic/jujuy,AR::AR-Y::1::jujuy::south-america::argentine-republic::jujuy,1,AR-Y,Province,South America > Argentine Republic > Jujuy
South America,AR,Argentine Republic,Santa Cruz,Province,,,,,Santa Cruz,Province,Argentine Republic,country,south-america/argentine-republic,AR::country,"Santa Cruz, Argentine Republic, South America",south-america/argentine-republic/santa-cruz,AR::AR-Z::1::santa-cruz::south-america::argentine-republic::santa-cruz,1,AR-Z,Province,South America > Argentine Republic > Santa Cruz
Oceania,AS,American Samoa,,,,,,,American Samoa,country,Oceania,continent,oceania,,"American Samoa, Oceania",oceania/american-samoa,AS::country,0,,,Oceania > American Samoa
Europe,AT,Republic of Austria,Burgenland,State,,,,,Burgenland,State,Republic of Austria,country,europe/republic-of-austria,AT::country,"Burgenland, Republic of Austria, Europe",europe/republic-of-austria/burgenland,AT::AT-1::1::burgenland::europe::republic-of-austria::burgenland,1,AT-1,State,Europe > Republic of Austria > Burgenland
Europe,AT,Republic of Austria,Kärnten,State,,,,,Kärnten,State,Republic of Austria,country,europe/republic-of-austria,AT::country,"Kärnten, Republic of Austria, Europe",europe/republic-of-austria/karnten,AT::AT-2::1::karnten::europe::republic-of-austria::karnten,1,AT-2,State,Europe > Republic of Austria > Kärnten
